Koordinaten;Name;Link;Beschreibung
POINT (31.465866 -26.522503);GAG75: Sobhuza II., König von Swaziland;https://www.geschichte.fm/podcast/zs75/;Wir springen in diesem Zeitsprung zuerst in die Mitte des 19. Jahrhunderts, um dann einige Jahrzehnte bis in die 80er Jahre des 20. Jahrhunderts zu wandern. Geographisch erstmals für längere Zeit auf dem afrikanischen Kontinent, sprechen wir über Sobhuza II. von Swaziland, den Monarchen mit der längsten (belegten) Amtszeit.
POINT (24.7499112 -28.7282384);GAG65: Die Erfindung des diamantenen Verlobungsrings;https://www.geschichte.fm/podcast/zs65/;"In dieser Episode springen wir zunächst ans Ende des 19. Jahrhunderts: in Südafrika wurden soeben riesige Diamantenvorkommen entdeckt und die aus diesem Grund geschaffene De Beers Gruppe übernimmt schnell die Vorherrschaft was weltweiten Abbau und Handel angeht. Und Anfang des 20. Jahrhunderts beginnen sie mit einer Werbekampagne, deren Wirkung bei Verlobungen auf der ganzen Welt auch heute noch bemerkbar ist. Das in der Episode besprochene Buch heißt &#8222;The Rise and Fall of Diamonds: The Shattering of a Brilliant Illusion&#8220;, von Edward Jay Epstein."
POINT (-74.0677701 40.7221396);GAG62: Eine kurze Geschichte der Rollschuhe und des Rollschuhfahrens;https://www.geschichte.fm/podcast/zs62/;Wir springen zurück in die Mitte des 19. Jahrhunderts, wo sich eine neue Art der Freizeitbeschäftigung etabliert: 1863 patentiert James Leonard Plimpton einen Rollschuh, nachdem er im Sommer das Schlittschuhfahren im New Yorker Central Park vermisst. Zunächst ein Vergnügen für die reiche Oberschicht, wird das Rollschuhfahren bis in die 1940er Jahre, neben Bowling, zur beliebtesten Freizeitbeschäftigung in den USA.
POINT (140.0047273 -27.4137404);GAG49: Der »Dig Tree« und die erste Durchquerung Australiens;https://www.geschichte.fm/podcast/zs49/;Wir begeben uns nach Australien: 1860 bricht eine Expedition australischer Einwanderer auf, um zum ersten Mal den Kontinent von Süden nach Norden zu durchqueren. Sie starten in Melbourne zum etwa 3.000 Kilometer entfernten Golf von Carpentaria. Doch die Expedition endet tragisch – unter einem Eucalyptus-Baum.
POINT (-116.7566342 -48.3005637);GAG37: Eine Reise um die Welt;https://www.geschichte.fm/podcast/zs37/;Wir springen in das Jahr 1846 und begleiten eine der ersten Weltreisenden auf ihrer zweijährigen Tour um den Globus. Die Wienerin Ida Pfeiffer bricht zwar alleine auf, aber sie nutzt ein Netzwerk europäischer Eliten, auf das sie auf der ganzen Welt zugreifen kann. Sie sammelt Naturalien für Museen und Ausstellungen und finanziert ihre Fahrten durch Bücher und Reiseberichte – die alle auch digital verfügbar sind.
POINT (-110.5463305 -43.2211202);GAG23: Ziemlich beste Feindschaft oder Die Anfänge der Bakteriologie;https://www.geschichte.fm/podcast/zs23/;Eine Geschichte über Wissenschaftsgeschichte: Wir springen ans Ende des 19. Jahrhunderts und werden Zeugen eines historischen Streits zweier weltberühmter Wissenschaftler, die die Grundlagen der Mikrobiologie und Bakteriologie geschaffen haben – Robert Koch und Luis Pasteur. Ein großer Dank geht an Nicolas Wöhrl und Reinhard Remfort, die den sehr hörenswerten Podcast Methodisch Inkorrekt verantworten und die Rivalität der beiden Forscher für uns inszeniert haben!
POINT (115.6264297 33.6487124);GAG20: Von Drachenknochen und Schildkrötenorakeln;https://www.geschichte.fm/podcast/zs20/;Chinas Geschichte ist lang, geht aber noch viel weiter zurück als jene der bekannten Dynastien. Wie Fossilien dieser langen Geschichte, und die Praxis sie für Tinkturen aller Art zu verwenden, zur wohl wichtigsten archäologischen Entdeckung des späten 19. Jahrhunderts in China geführt haben, das erzählen wir in dieser Episode des Zeitsprungs.
POINT (-0.1085305 51.5363913);GAG06: Ada und die Pferdewetten;https://www.geschichte.fm/podcast/zs06/;Zu ihrem Vater, Lord Byron, hatte sie zu Lebzeiten keinen Kontakt, dafür ist sie neben ihm begraben. Eine Geschichte über Augusta Ada Byron King, Countess of Lovelace, die heute als erste Programmiererin der Welt gilt. Die Maschine, die ihren Code ausführen sollte, die Analytical Engine, ist aber nie gebaut worden. Und der Plan, das fehlende Geld für die Fertigstellung durch Pferdewetten zu verdienen, ist nicht aufgegangen.
POINT (4.403881 50.679922);GAG04: Wellingtons Rache, oder: Ein Bein für ein Königreich;https://www.geschichte.fm/podcast/zs04/;Wir springen in die Zeit der napoleonischen Kriege, genauer zu ihrer finalen Schlacht: Bei Waterloo findet nicht nur die Herrschaft der hundert Tage ein Ende, auch ein Bein sieht seinen letzten Tag. Wir erzählen euch, was es damit auf sich hat. Danke an Martin Hemmer für die Stimmen Wellingtons und Pagets.
POINT (2.3638949 48.8645188);GAG02: Tatortschau mit Wiedererkennungswert;https://www.geschichte.fm/podcast/zs02/;Wir springen diesmal nicht ganz so weit zurück in der Geschichte, reden aber wieder über einen Mordfall – vor allen Dingen um seine Aufklärung durch Fingerabdrücke am Tatort. Es geht um die Anfänge der Biometrie und einen gefälschten Fingerabdruck, wobei wir in dem ein oder anderen Nebenplausch die Wissenschafts- und Technikgeschichte streifen. Und ein Kriminologe kommt auch zu Wort. Weiterlesen: Der erwähnte Artikel: Alphonse Bertillon (1912): »Les empreintes digitales«, in: Archives d’Anthropologie Criminelle 27, S. 36–52. Wer mehr über die Frage zur Wissenschaftlichkeit erfahren will, wird hier fündig: Jennifer Mnookin/Simon Cole et al. (2011): »The Need for a Research Culture in the Forensic Sciences«, in: UCLA Law Review 725, S. 726–779.
POINT (-71.0595665 42.3621115);"GAG52: Die Geschichte der Annie Londonderry, ""New Woman"" und Fahrradweltreisende";https://www.geschichte.fm/podcast/zs52/;Mit einer die Welt umrundenden Dame haben wir uns schon in einer früheren Episode beschäftigt. Diesmal legen wir noch einen drauf: Umrundet wird die Welt in dieser Episode zwar auch wieder von einer Frau, diesmal aber auf dem Fahrrad. Wie lange sie dafür brauchte, warum sie das tat und welche sozialkulturellen Entwicklungen ihre Reise mit sich zog, darüber sprechen wir in diesem Zeitsprung. Ausriss aus dem österreichischen Linzer Tages-Post, vom 15. Dezember 1894:  Wie in der Episode angesprochen, hier der Link zur Website des Buches von Peter Zheutlin, mit Kaufinformationen, Bildern und einigen interessanten Texten.
POINT (11.579486 48.1417978);GAG362: Bayerns letzte Kurfürstin;https://www.geschichte.fm/archiv/gag362;Im Jahr 1777 wurde ein Pfälzer neuer Regent in Bayern. In der bayerischen Linie der Wittelsbacher gab es keine erbberechtigten Nachkommen mehr und so übernahm der pfälzische Kurfürst Karl Theodor die Münchner Residenz. Großes Interesse an seinem neuen Regierungssitz hatte er nicht. Jahrelang versuchte er vergeblich, Bayern wieder loszuwerden. Am Ende war es seine fünfzig Jahre jüngere Frau, die Habsburgerin Maria Leopoldine, die dafür sorgte, dass die letzte verbliebene Nebenlinie der Wittelsbacher aus Zweibrücken in Bayern an die Macht kam. Wir sprechen in der Folge über den Bayerischen Erbfolgekrieg, warum es Karl Theodor nicht gelang, Bayern einzutauschen und wie die letzte Kurfürstin in Bayern den Habsburgern die Tour vermasselte und dafür sorgte, dass die Wittelsbacher an der Macht blieben.
POINT (2.1190302 48.8031473);GAG354: Die Halsbandaffäre;https://www.geschichte.fm/archiv/gag354;Im August 1785 erschüttert ein Betrugsskandal die französische Monarchie. Wir sprechen in dieser Folge über eine Hochstaplerin, einen leichtgläubigen Kardinal und eines der teuersten und aufwendigsten Schmuckstücke der damaligen Zeit. Es geht um die Halsbandaffäre, die von Goethe auch als die Vorgeschichte zur Französischen Revolution bezeichnet wurde und die der Königin Marie Antoinette nachhaltig geschadet hat, obwohl sie gar nicht beteiligt war und doch zum Dreh- und Angelpunkt der Geschichte wurde.
POINT (2.3100888 48.8481253);GAG351: Die Erfindung des Saxophons – Aufstieg und Fall des Adolphe Sax;https://www.geschichte.fm/archiv/gag351/;Wir springen in dieser Folge ins Frankreich des 19. Jahrhunderts, wo der belgische Instrumentenbauer und Erfinder Adolphe Sax gerade dabei ist, die Welt der Musikinstrumente zu revolutionieren. Doch trotz seines großen Erfolgs, stellt sich das von ihm erfundene Saxophon bald mehr als Fluch denn als Segen heraus. Das Episodenbild zeigt den Saxophonisten Ben Vereecken, ca. 1917 (spiegelverkehrt)
POINT (11.0488695 51.8916475);GAG330: Zum Tode verurteilt – Catharina Linck alias Anastasius Lagrantinus Rosenstengel;https://www.geschichte.fm/archiv/gag330;Wir sprechen in der Folge über das außergewöhnliche Leben der Catharina Linck alias Anastasius Lagrantinus Rosenstengel im 18. Jahrhundert. Sie ist nicht nur die letzte Frau, die in Europa wegen »Unzucht mit einem Weybe« hingerichtet wurde: Sie lebte als Prophet, diente als Soldat in diversen Truppen, wurde viermal getauft, heiratete zweimal dieselbe Frau und schließlich sorgte der preußische König Friedrich Wilhelm I. persönlich für ihr Todesurteil. Das in der Folge erwähnte Buch ist von Angela Steidele und es heißt: „In Männerkleidern: Das verwegene Leben der Catharina Margaretha Linck alias Anastasius Lagrantinus Rosenstengel“.
POINT (2.2874227 49.1423102);GAG315: Der Mehlkrieg von 1775;https://www.geschichte.fm/archiv/gag315/;"Wir springen in dieser Folge ins Frankreich des 18. Jahrhunderts. Der alte König ist tot, der neue gerade erst auf dem Thron, und sein Finanzminister Turgot, inspiriert vom Geiste der Aufklärung, beschließt einen wichtigen Teil des französischen Wirtschaftssystems zu reformieren. Doch es kommt alles ganz anders, als erhofft. Das erwähnte Buch heißt &#8222;The Flour War&#8220; von Cynthia Bouton"
POINT (9.7057021 52.3627753);GAG313: Die Geschwister Herschel;https://www.geschichte.fm/archiv/gag313/;"Eine Geschichte über zwei Geschwister, die das Universum entdeckten Wir springen in dieser Folge ins 18. Jahrhundert. Wilhelm Herschel, Musiker aus Hannover, versucht sein Glück als Musiker und Komponist in England. Doch bald entwickelt er eine neue Leidenschaft, die nicht nur ihn, sondern schließlich auch seine Schwester Caroline weltberühmt machen wird. Wir sprechen darüber, wie das Geschwisterpaar, ohne offizielle Ausbildung nicht nur musikalisch, sondern auch wissenschaftlich für Furore sorgte, und warum wir auch heute noch ihre Namen überall finden. Vielen Dank an Florian Freistetter für seine großzügige Hilfe, wer mehr von ihm hören will kann dies bei seinen ausgezeichneten &#8222;Sternengeschichten&#8220; tun."
POINT (2.2563668 44.9346642);GAG309: Die Bestie des Gévaudan;https://www.geschichte.fm/podcast/gag309/;"Wir springen in dieser Folge ins 18. Jahrhundert. Schauplatz ist der Süden Frankreichs, wo zwischen 1764 und 1767 eine Bestie ihr Unwesen treibt und nicht nur die lokale Bevölkerung, sondern auch die gesamte französische Öffentlichkeit in Atem hält. Wir sprechen darüber, warum diese Geschichte so nur zu jener Zeit und nur an jenem Ort stattfinden konnte und warum sie, trotz der vielen zu beklagenden Toten, eigentlich gar nicht so außergewöhnlich war, wie es scheint. Die erwähnten Bücher sind &#8222;Monsters of the Gévaudan&#8220; &#8211; von Jay M. Smith und &#8222;Beast &#8211; Werewolves, Serial Killers and Man-Eaters&#8220; von Gustavo Sanchez Romero und S.R. Schwalb. Das Episodenbild zeigt eine Darstellung der angreifenden Bestie aus dem 19. Jahrhundert."
POINT (6.5841256 46.90449);GAG298: Die Grüne Fee und der Absinthismus;https://www.geschichte.fm/podcast/gag298;"Wir springen in dieser Folge ins 18. Jahrhundert, in welchem ein französischer Arzt namens Pierre Ordinaire ein Getränk erfindet, das Frankreich &#8211; und die Welt &#8211; nachhaltig prägen sollte. Das Getränk: Absinth! Wir sprechen über den Ursprung, seine Erfolgsgeschichte und schließlich sein eigenes Krankheitsbild: den Absinthismus. Das Episodenbild zeigt das in der Folge besprochene Gemälde von Edouard Manet, Der Absinthtrinker. Das erwähnte Buch heißt &#8222;Absinthe &#8211; Die Wiederkehr der Grünen Fee&#8220; von Mathias Bröckers, Chris Heidrich und Roger Liggenstorfer. Das erwähnte Paper zum Absinthismus heißt &#8222;Absinthism: a fictitious 19th century syndrome with present impact&#8220; und gibt&#8217;s hier nachzulesen."
POINT (-96.9298462 -47.6298595);GAG287: Eine kurze Geschichte des Ballonfahrens und Fallschirmspringens;https://www.geschichte.fm/podcast/gag287/;Ende des 18. Jahrhunderts beginnt die Geschichte der Luftfahrt: Die ersten Ballons fuhren in bislang nicht erreichte Höhen und es kam zu einem regelrechten Ballonfieber. In spektakulären Shows begeisterten Ballonfahrerinnen und Ballonfahrer mit Luftakrobatik und gefährlichen Stunts ein großes (Eintritt zahlendes) Publikum. Schon bald nachdem die Gebrüder Montgolfier den ersten bemannten Heißluftballon steigen ließen und Jacques Charles den Gasballon erfand, sprang ein anderer Ballonfahrer erstmals aus der Gondel: 1797 wagte André-Jacques Garnerin den ersten Fallschirmsprung. Und überlebte die Aktion, anders als viele andere Pionierinnen und Pioniere von denen wir in dieser Geschichte erzählen. Einer davon ist Hermann Lattemann, der mit seinem Fallschirm-Ballon tödlich verunglückte. Seine Lebensgefährtin, Käthe Paulus, erfand dann den Paketfallschirm und wurde zur ersten Berufsluftschifferin in Deutschland. Das Episodenbild zeigt die Ballon- und Fallschirmpionierin Käthe Paulus beim Absprung aus einem Ballon – es ist eine Fotomontage, die um das Jahr 1890 entstanden ist.
POINT (12.2990016 50.6175423);GAG271: Caroline Neuber und der Hanswurststreit;https://www.geschichte.fm/podcast/gag271/;"Wir springen in dieser Folge ins 18. Jahrhundert und beschäftigen uns mit Theatergeschichte. Zu dieser Zeit ziehen zahlreiche Schauspielgruppen von Stadt zu Stadt. Star der Theatertruppen war der Hanswurst – eine Figur, die recht derben Humor auf die Bühne brachte. Caroline Neuber war damals nicht nur eine der bekanntesten Schauspielerinnen, sondern auch Prinzipalin der Neuber&#8217;schen Komödiantengesellschaft. Ihr Ziel: Den Hanswurst loswerden und das Theater von einer Jahrmarktsattraktion zu einer bürgerlichen Institution zu machen. Wir sprechen über das Leben der Neuberin – wie sie genannt wurde – und warum der Hanswurst schließlich von der Bühne verbannt wurde."
POINT (2.338434 48.8630754);GAG263: Lavoisier und die Entdeckung des Sauerstoffs;https://www.geschichte.fm/podcast/zs263;Wir springen ins 18. Jahrhundert und beschäftigen uns mit Chemie – und wie die Chemie zu einer modernen Wissenschaft wurde. Dem Theologen Joseph Priestley gelang es in den 1770er-Jahren, Sauerstoff zu isolieren. Als Anhänger der Phlogiston-Theorie zog er allerdings noch die falschen Schlüsse aus seinen Experimenten, denn er ging davon aus, phlogistonfreie Luft entdeckt zu haben. Antoine Laurent de Lavoisier fand dann schließlich die Lösung, die zur Begründung der Chemie als Naturwissenschaft führte. Heute zählt Lavoisier zu den bekanntesten Chemikern der Geschichte, der die chemische Revolution einleitete. Eine andere Revolution hat er nicht überlebt: Während der sog. Terrorherrschaft im Zuge der Französischen Revolution wurde er für seine Tätigkeit als Steuereintreiber hingerichtet.
POINT (139.7752 35.6778661);GAG255: Die 47 Ronin;https://www.geschichte.fm/podcast/zs255;Wir springen in dieser Folge ins Japan des sehr frühen 18. Jahrhunderts. Im Jahr 1703 überfallen 47 herrenlose Samurai – sogenannte Ronin – das Haus eines hohen Beamten des Shogunats. Das daraus resultierende Blutvergießen wird in die japanische Geschichte als Nationalmythos Einzug finden. Wir sprechen darüber, was wahrscheinlich geschah, warum diese Geschichte solch eine Faszination auf die Menschen zu jener Zeit ausübte und warum sie auch heute noch gern erzählt wird – trotz historischer Ungereimtheiten. Die verwendete
POINT (16.3125618 48.1861681);GAG251: Der Schachtürke;https://www.geschichte.fm/podcast/zs251;Wir springen diesmal in die 2. Hälfte des 18. Jahrhunderts. Automaten, also mechanische Konstrukte, die selbständig jene Dinge tun, die eigentlich lebenden Wesen vorbehalten waren, sind gerade der große Renner. Und auch in Wien konstruiert der Beamte Wolfgang von Kempelen einen solchen Automaten um die Kaiserin zu beeindrucken. Wir sprechen über diesen Automaten – den Schachtürken – und die Erfolge, die er bald darauf in ganz Europa feiern wird. Doch der faszinierende Automat birgt ein Geheimnis, das die Menschen selbst lang nach dem Ableben seines Erschaffers beschäftigen wird. Das Episodenbild zeigt eine Gravur aus dem Pamphlet über den Schachtürken von Karl Gottlieb von Windisch. Die verwendete
POINT (55.5550676 -21.0990183);GAG248: Der Venustransit von 1761/69 und das erste wissenschaftliche Großprojekt;https://www.geschichte.fm/podcast/zs248;Im Jahr 1761 fand eines der seltensten vorhersehbaren Ereignisse der Astronomie statt: Ein Venustransit. Das Ereignis wollten die bekanntesten Astronomen ihrer Zeit nutzen, um unser Planetensystem zu vermessen und den Abstand der Erde von der Sonne zu bestimmen. Zahlreiche astronomische Expeditionen starteten daraufhin in alle Himmelsrichtungen und nutzten die kolonialen Handelsrouten. Als erster zog der französische Astronom Guillaume Le Gentil los, um den Transit in Indien zu beobachten – doch für ihn kam es anders als geplant.
POINT (-90.5360862 30.1570962);GAG246: John Law und die Mississippi-Blase;https://www.geschichte.fm/podcast/zs246;Nach dem Tod des Sonnenkönigs, Ludwig XIV., 1715 muss sich sein Nachfolger dringend um den hochverschuldeten Staatshaushalt kümmern. Der Regent, Herzog von Orléans, bringt dafür John Law ins Spiel. Ein Schotte, der sein Geld mit Glücksspiel verdiente und aus einem englischen Gefängnis geflüchtet war, weil er bei einem Duell sein Gegenüber getötet hatte. Law reformiert die französische Finanzpolitik recht umfassend und führt dabei erstmals in Frankreich Papiergeld ein. Um mehr Kredite und Geld in Umlauf zu bekommen, gibt er Anleihen aus, um den Handel mit der Kolonie Louisiana auszubauen. Diese Anleihen verkauften sich schnell und stiegen rasant im Wert. Doch statt Gold, Silber und Tabak kamen aus der Neuen Welt bald schlechte Nachrichten: Viele der Siedler und Siedlerinnen starben an Gelbfieber und die Böden waren zu sumpfig für eine landwirtschaftliche Nutzung.
POINT (2.3294342 48.8674469);GAG237: Friedrich Anton Mesmer und der Animalische Magnetismus;https://www.geschichte.fm/podcast/zs237;"Wir springen in dieser Folge ins 18. Jahrhundert. Es ist das Jahr 1778 und der Wiener Arzt Friedrich Anton Mesmer lässt sich in Paris nieder, um dort eine Praxis zu eröffnen. Schnell zieht er jedoch die Skepsis der etablierten Mediziner des Landes auf sich, denn er erfreut sich schnell großer Beliebtheit, doch seine Behandlungsmethoden sind mehr als außergewöhnlich. Wir sprechen darüber, was es mit Mesmers Behandlungsmethoden auf sich hatte, wie er dazu kam, was sie ihm einbrachten und was heute noch davon übrig ist. Die erwähnte multimediale Aufbereitung Mesmers und seiner Nachfolger gibt&#8217;s hier zu sehen. Das Episodenbild zeigt einen Holzstich mit Mesmers Porträt, Ursprung unbekannt, Datum unbekannt."
POINT (13.4030166 52.5204865);GAG228: Berliner Blau – die Erfindung einer Farbe;https://www.geschichte.fm/podcast/zs228/;Wir springen nach Berlin in ein alchemistisches Labor im Jahr 1706: Bei der Herstellung von Florentiner Lack färbt sich das Gemisch überraschend tiefblau statt rot. Johann Jacob von Diesbach und der Johann Conrad Dippel haben aus Versehen das erste moderne, künstliche Pigment hergestellt: das Berliner Blau. Auch bekannt als Prussian Blue oder Eisenblau. Berliner Blau verbreitet sich in der Folge, weil es eine günstige Alternative zu anderen Blautönen ist, wie Ultramarin oder Azurit. Aber nicht nur in der Malerei kommt das Berliner Blau zum Einsatz. Es wird auch zur Weinschönung verwendet und ist heute auch als Medikament gegen Thallium- oder Caesium-Vergiftung im Handel. Das in der Folge erwähnte Buch ist Berliner Blau von Alexander Kraft. Bei der Großen Welle vor Kanagawa kam auch Berliner Blau zum Einsatz.
POINT (-91.403171 31.5604442);GAG194: Die Natchez und der französische Kolonialismus in Nordamerika;https://www.geschichte.fm/podcast/zs194/;Wir springen in dieser Folge nach Nordamerika. Genauer: in den Süden Nordamerikas, an die Ufer des Mississippi. Es ist Anfang des 18. Jahrhunderts, und Frankreich hat sich ein riesiges Gebiet unter den Nagel gerissen, nennt es Louisiana und trifft dort nun auf das Indianervolk der Natchez. Wir sprechen darüber, wie dieser Kontakt in Auseinandersetzungen mündet, die schließlich für Frankreich und Natchez weitreichende Folgen haben werden. Die erwähnte
POINT (-0.6128079999999727 51.18573199999999);GAG167: Mary Toft und die Hasen;https://www.geschichte.fm/podcast/zs167/;"Wir springen in dieser Episode an die Anfänge des 18. Jahrhunderts. Protagonistin ist eine einfache Magd, die einige Monate lang mit einer noch nie dagewesenen Sensation das medizinische Establishment Englands in Atem hält. Wir sprechen über eine unglaubliche Geburt, wie&#8217;s dazu kam und die teils schwerwiegenden Folgen für die involvierten Personen. Das Episodenbild zeigt eine Darstellung der Geschehnisse des in der Episode erwähnten William Hogarth. Mehr zum Thema mit Bildern zeitgenössischer Darstellungen und Pamphlete gibt&#8217;s hier. Dank an Kurt für den Hinweis, der selbst einen sehr empfehlenswerten Geschichtsblog betreibt."
POINT (2.3522219 48.856614);GAG139: Als Voltaire die Lotterie knackte und steinreich wurde;https://www.geschichte.fm/podcast/zs139/;"Wir springen in dieser Episode ins Frankreich des 18. Jahrhunderts. Gerade mal 35 Jahre alt, findet dort der zukünftige Star der Aufklärung und Wegbereiter der französischen Revolution François-Marie Arouet – uns heute bekannt als Voltaire – eine Möglichkeit, all seine Geldsorgen der Vergangenheit angehören zu lassen. Bevor es dazu kommt, sprechen wir allerdings noch etwas über Lotterien an sich und warum der Erleuchtete Voltaire unter chronischem Geldmangel litt. Als Verstärkung für all jene Dinge, die mit Mathematik zu tun haben, ist diesmal Dr. Sandra Müller zu hören, die am Kurt Gödel Research Center in Wien forscht und dankenswerterweise so nett war, ein paar Dinge leicht verständlich zu erklären und schließlich noch die Frage zu beantworten, ob das, was Voltaire damals mit der Lotterie anstellte auch heute noch möglich wäre. Die erwähnte Biographie, verfasst von Roger Pearson, heißt &#8222;Voltaire Almighty &#8211; A Life In Pursuit Of Freedom&#8220; und ist ganz hervorragend. Das Episodenbild zeigt Voltaire in einem Schnitt, angefertigt gegen Ende des 19. Jahrhunderts."
POINT (12.5683372 55.6760968);GAG127: Struensee – Aufstieg und Fall eines Arztes, der (für kurze Zeit) zum dänischen Regenten wurde;https://www.geschichte.fm/podcast/zs127/;Eine Geschichte wie ein Drehbuch für ein Historiendrama: Ein Armenarzt in Altona, Johann Friedrich Struensee, wird Ende der 1760er Jahre zum Vertrauten des dänischen Königs, Christian VII., und steigt innerhalb kurzer Zeit zum Regenten auf. Er versucht die absolutistische Monarchie im Sinne der Aufklärung umzukrempeln, hat eine Affäre mit der Königin, Caroline Mathilde, und wird nach einer Verschwörung zum Tode verurteilt und hingerichtet. Die in der Episode erwähnte Zeichnung von Christian VII. mit Porträts von Johann Friedrich Struensee und Enevold Brandt mit der Notiz „Ich hätte sie gerne beide gerettet“:  Ebenfalls erwähnt wurde das Bild mit Königin Caroline Mathilde, auf dem sie Hosen trägt:
POINT (-84.294087 35.362855);GAG123: Christian Gottlieb Prieber – Aussteiger, Renegade und beinahe vergessener Utopist;https://www.geschichte.fm/podcast/zs123/;Wir springen mal wieder in die Frühe Neuzeit, ins 18. Jahrhundert, und sprechen über einen Mann, der seine Heimat in Sachsen und seine Familie verlässt, um in den Kolonien Nordamerikas ein neues Leben zu beginnen. Er schließt sich den Cherokee an und will schließlich seine eigene Sozial-Utopie verwirklichen – bis ihm die britische Kolonialregierung eine Strich durch die Rechnung macht. Der erwähnte Aufsatz ist „Christian Gottlieb Pribers Plan einer grundsätzlich herrschaftsfreien Gesellschaft. Quellen aus den Jahren 1734-1775. Mit einem neuen Fund. Eingeleitet und kommentiert von Olaf Briese“ und hier veröffentlicht. Das Episodenbild zeigt 3 Cherokee in einer Zeichnung aus dem Jahr 1762 in traditioneller Kleidung.
POINT (8.7575093 51.7189205);GAG108: Der Paderborner Kaffeelärm;https://www.geschichte.fm/podcast/zs108/;"Wir springen ans Ende des 18. Jahrhunderts. Ort des Geschehens ist Paderborn, und Thema der Geschichte ein damals schon äußerst beliebtes Getränk: der Kaffee! Wir sprechen darüber, was passiert, wenn ein Landesherr &#8211; durchaus mit guten Absichten &#8211; versucht seinen Untertanen vorzuschreiben, welches Frühstück sie zu sich nehmen dürfen. Der erwähnte Artikel von Roland Linde ist hier zu finden. Der ebenfalls erwähnte Wasserdrachen Podcast, der die Geschichte schon im Jahr 2014 erzählt hat, ist hier zu finden. Das Episodenbild zeigt einen Auszug aus den Fliegenden Blättern und ist gemeinfrei bei Wikimedia Commons zu finden."
POINT (-0.1277583 51.5082053);GAG94: Wer zittert nicht vor den Mohocks?;https://www.geschichte.fm/podcast/zs94/;"Wir springen in dieser Episode ins 18. Jahrhundert Englands und beleuchten eine kurze Phase im Frühjahr 1712, in der eine brutale Bande die Stadt London in Atem hielt. Die in der Episode erwähnte Arbeit von Meshon Cantrill findet sich hier. Das verwendete Episodenbild ist, in Ermangelung existierender Darstellungen der Mitglieder der Mohocks, ein tatsächlicher Mohawk, und zwar Hendrick Theyanoguin, einer der in der Episode erwähnten &#8222;vier Könige&#8220;, die im Jahr 1710 London besuchten."
POINT (16.390298 48.2228131);GAG89: Seelenkonskription – die Anfänge der modernen Volkszählungen;https://www.geschichte.fm/podcast/zs89/;"Wir springen diesmal wieder in die Frühe Neuzeit und schauen uns die Anfänge eines staatlichen Großprojektes an: die Volkszählung. 1753/54 wurde in der Habsburger Monarchie begonnen, die Bevölkerung zu erfassen. Wir reden über die Gründe und darüber, was erfasst wurde und wie die Seelenkonskriptionen in der Habsburger Monarchie umgesetzt wurden. Ein Effekt ist dabei jedenfalls besonders bemerkenswert: die Einführung der Hausnummerierung. Vielen Dank an Anton Tantner, der uns für diese Episode als Experte unterstützt hat. Er hat nicht nur seine Dissertation zu dem Thema (&#8222;Ordnung der Häuser, Beschreibung der Seelen – Hausnummerierung und Seelenkonskription in der Habsburgermonarchie&#8220;) geschrieben, sondern macht auch manchmal Hausnummern-Flanerien in Wien."
POINT (9.9533548 49.7913044);GAG70: Die Würzburger Lügensteine;https://www.geschichte.fm/podcast/zs70/;Wir springen in die Frühe Neuzeit ins Jahr 1725/26: In Würzburg sammelt ein angesehener Mediziner und Professor zahlreiche Fossilien, die sich bald als plumpe Fälschungen herausstellten. Doch die berühmteste Fälschungsgeschichte in der Geschichte der Paläontologie hat noch einige Ungereimtheiten zu bieten. Wie konnte Johann Beringer auf die vermeintlichen Fossilien hereinfallen? Wer seine Lateinkenntnisse ein wenig aufrischen möchte, kann auch mal in der Original-Publikation von 1726 blättern, dort gibt es zahlreiche Bildtafeln der Lügensteine: Litographiae Wirceburgensis, ducentis lapidum figuratorum, a potiori insectiformium, prodigiosis imaginibus exornatae specimen primum
POINT (2.3662981 48.8563881);GAG60: Wie das Essengehen erfunden wurde;https://www.geschichte.fm/podcast/zs60/;Diesmal geht es ums Essen! Wir springen in die Zeit der Französischen Revolution und sprechen über die Entstehung von Restaurants und das Speisen à la carte, das sich um 1800 durchsetzt.
POINT (-3.188267 55.953252);GAG50: Ossian, ein altgälisches Epos wie keines davor;https://www.geschichte.fm/podcast/zs50/;"Wir springen ins 18. Jahrhundert und nehmen ein Epos unter die Lupe, das fast 1500 Jahre nach seiner Entstehung zum ersten Mal in die englische Sprache übersetzt wird. In Windeseile findet es Fans, von Napoleon über Jefferson bis Goethe, aber es gibt auch Stimmen, die so Einiges an dem Machwerk auszusetzen haben. Und zwar aus gutem Grund, wie sich herausstellen wird.  &#8222;Le Clavier d&#8217;Ossian&#8220;"
POINT (16.3806847 48.1894132);GAG35: Magia Posthuma – Vampirismus in Zeiten der Aufklärung;https://www.geschichte.fm/podcast/zs35/;Im 18. Jahrhundert häufen sich an den Rändern der Habsburger Monarchie Fälle von Magia Posthuma – Totenzauber! Diese frühen Berichte von Vampirismus beschäftigen nicht nur die Gelehrten der Aufklärung, sondern auch den kaiserlichen Hof in Wien: Maria Theresia verbietet daraufhin nicht nur jegliche Formen von Grab- und Leichenschändungen, sondern beauftragt ihren Leibarzt Gerard van Swieten mit der Untersuchung der Vorfälle.
